PFL_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Teddy Goble,Philadelphia Eagles,ROLB,14903574.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pong Havens,Chicago Bears,S,4750000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tyvon Archibald,Cincinnati Bengals,S,5325017.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gaynell Faaola,New York A Jets,WR,1.75,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kerwin Conners,Pittsburgh Steelers,S,3000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stevan Korte,Miami Dolphins,CB,3263000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Limas Fortunato,Pittsburgh Steelers,DT,7333122.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Baron Mccourty,Green Bay Packers,CB,18000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bookie Dellerba,New Orleans,RT,25.731246,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kaipo Lainhart,Buffalo Bills,WR,10074258.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Macarthur Secord,Indianapolis Colts,RB,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Daleroy Powell,Indianapolis Colts,DE,17031894.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deke Druckenmiller,Houston Texans,G,4250000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Terry Studstill,Buffalo Bills,DT,6696735.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Johan Regan,Denver Broncos,C,3947720.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Khari Cronkhite,Chicago Bears,WR,10964030.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jurrell D'Orazio,Atlanta Falcons,G,8978480.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Onterrio Katnik,Green Bay Packers,WR,17575338.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ralf Million,New York N Giants,ROLB,4.015708,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Boob Deramus,Miami Dolphins,CB,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Estus Manders,Baltimore Ravens,DE,7419415.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kez Tamm,Indianapolis Colts,S,5065638.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shanley Herrmann,Washington Commanders,WR,3250000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dilly Milton,Los Angeles N Rams,ROLB,2.839,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Colston Griggs,Jacksonville,G,37.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rudi Kaeding,Pittsburgh Steelers,ROLB,5596312.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rob Clady,Tennessee Titans,G,19673318.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Flip Niziolek,Los Angeles A Chargers,WR,14.188778,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darrell Neufeld,Tampa Bay Buccaneers,P,6000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rogers Pride,Denver Broncos,CB,5447487.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rocket Nabors,New York N Giants,QB,9.5,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bishop Gustafson,Dallas Cowboys,DE,6526744.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Elston Gaynor,Cincinnati Bengals,RB,3600000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Don Griffen,Indianapolis Colts,CB,5.943324,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dezman Catano,Los Angeles N Rams,G,10.25271,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sig Schamel,New Orleans,TE,41.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gordy Boatswain,Detroit Lions,CB,14343710.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Aldon Cappelletti,Carolina Panthers,DT,45050000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bobbie Brophy,New York A Jets,S,1.263,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cie Levels,New England Patriots,RB,11143234.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cato Klimek,Arizona Cardinals,RB,6059606.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Neiko Lafavor,Jacksonville,LT,41.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Visanthe Papit,New York A Jets,DE,16.321674,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marvel Baldischwiler,Arizona Cardinals,DE,14000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sonny Eubanks,Arizona Cardinals,WR,2400000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wade Kenn,Carolina Panthers,DT,22500000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Drayton Merkel,Green Bay Packers,G,77000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Quinton Dill,San Francisco 49ers,DT,10306886.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Aundra Taua,Tampa Bay Buccaneers,ROLB,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hiram Tidd,Tennessee Titans,DE,21000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Elwyn Fenenbock,Carolina Panthers,C,3000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dekoda Tolleson,Detroit Lions,CB,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Anton Decoud,Pittsburgh Steelers,CB,2855000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brunswick Keisel,Tampa Bay Buccaneers,CB,8215968.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mack Belding,Los Angeles A Chargers,CB,0.5,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jacquies Scroggins,Jacksonville,RB,3.276528,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Terrance Garay,Arizona Cardinals,P,3700000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Le'Shai Haggans,New York A Jets,CB,37.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bart Ori,San Francisco 49ers,DE,51100000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tarzan Villa,Carolina Panthers,QB,37955071.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Manase Keating,Minnesota Vikings,FB,8650000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Amod Eberts,Chicago Bears,QB,39486058.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shawnbrey Parquet,Houston Texans,S,5856998.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Trusse Conner,Pittsburgh Steelers,WR,4164340.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sione Trippi,Pittsburgh Steelers,P,9000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zackary So'Oto,Cleveland Browns,ILB,11800400.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Oren Flones,Atlanta Falcons,CB,4613528.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Laquan Englund,Washington Commanders,DE,2000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jamell Steele,Seattle Seahawks,S,4467804.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kim Sinnott,Pittsburgh Steelers,P,985000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Judson Tippins,Atlanta Falcons,WR,1300000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dinty Dumas,Buffalo Bills,TE,13427023.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Peck Yates,Jacksonville,S,22.75,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kavika Liwienski,Buffalo Bills,G,6000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bivian Nave,Washington Commanders,DE,3250000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stuart Fleming,Tampa Bay Buccaneers,ILB,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeremi Asiata,New York N Giants,CB,15.579395,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jerod Heldt,Seattle Seahawks,DE,9115578.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Anwar Zusevics,New York A Jets,DT,1.4225,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Arrelious Drumstead,Chicago Bears,WR,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jermichael Gildea,New York N Giants,RB,14.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Raphel Ebli,Cleveland Browns,ROLB,3250000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Torrian Mcadoo,Green Bay Packers,DT,12861184.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alf Willegale,Dallas Cowboys,DE,10155086.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
D'Aundre Chevrier,Green Bay Packers,WR,4142548.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dequincy Bunz,Buffalo Bills,ROLB,5472806.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tutan Isabel,Kansas City Chiefs,RB,2500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Eddie Rosdahl,Tampa Bay Buccaneers,WR,18172730.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ookie Harrington,Las Vegas Raiders,CB,3500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Patterson Schibanoff,Houston Texans,DT,2.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gaylon Woodall,New England Patriots,C,9500000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kanavis Mcmanus,Detroit Lions,G,20000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brit Nunamaker,Seattle Seahawks,G,18471460.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ziggy Taves,Denver Broncos,CB,1.03,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jerron Mertens,Miami Dolphins,CB,1100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Putt Wiatrak,New England Patriots,ROLB,16000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jarious Jones-Drew,Denver Broncos,RB,2710000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ilia Fifer,Atlanta Falcons,DE,16778784.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vickey Carton,Green Bay Packers,S,6706132.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sammie Sledge,Indianapolis Colts,CB,1200000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jace Kab,New York N Giants,RT,16.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marshall Marefos,Seattle Seahawks,DT,2115000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ogemdi Terlep,New York N Giants,G,29.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ickey Kenney,Las Vegas Raiders,G,750000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gus Sintim,Baltimore Ravens,P,4357836.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dusty Searcey,Green Bay Packers,G,14185596.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Yancey Soliai,Kansas City Chiefs,LT,14675356.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Leslie Robnett,Kansas City Chiefs,CB,4326260.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Daddy Scoggins,Kansas City Chiefs,WR,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Demorrio Stein,Pittsburgh Steelers,RB,6372062.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Regan Duckworth,Detroit Lions,WR,10500000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mervyn Peck,Dallas Cowboys,WR,13500000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lindsay Day,New Orleans,RB,6.654319,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Paco Beckham,Pittsburgh Steelers,RB,1790000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Benjamin Chandler,New Orleans,CB,7.157108,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Orien Mcclendon,Tennessee Titans,C,52.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lupe Olshansky,Baltimore Ravens,S,16579658.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kellogg Lanza,Cleveland Browns,DT,20000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Le'Ron Foldberg,Seattle Seahawks,WR,4000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deshone Fronczek,Cleveland Browns,CB,5471289.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Garo Fraser,Kansas City Chiefs,P,960000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Johnie Kuykendall,Minnesota Vikings,CB,5304084.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kelley Gorin,Buffalo Bills,DE,21000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alphonso Fluellen,Carolina Panthers,CB,0.965,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Murrell Youmans,Miami Dolphins,WR,4.99,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Charle Wisener,Kansas City Chiefs,TE,18000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Galand Artoe,New York A Jets,LT,20.51071,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Terrell Fiorentino,Los Angeles N Rams,S,5.792016,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wayne Whitlatch,Atlanta Falcons,WR,5.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deron Haymond,San Francisco 49ers,WR,12538398.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Therrian Landers,Pittsburgh Steelers,WR,2000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Limbo Mcfadden,Minnesota Vikings,P,1750000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tracey Buben,Carolina Panthers,P,1600000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wali Etter,Indianapolis Colts,DE,24000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Homer Skorich,Houston Texans,DT,5250000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sammy Maslowski,Los Angeles A Chargers,DT,4.5,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darin Ruff,Chicago Bears,P,4767900.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ham Maskas,Jacksonville,QB,100.0,5,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rex Rabb,Washington Commanders,CB,7280020.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gene Attache,Los Angeles A Chargers,DE,7.571383,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Khalif Scarbath,Los Angeles N Rams,WR,10.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Revie Mazurek,Tampa Bay Buccaneers,S,5687018.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shorty Petitti,Los Angeles A Chargers,TE,1.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Thom Mucker,Indianapolis Colts,TE,20960650.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Legarrette Durkota,Chicago Bears,CB,6449498.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Menil Haley,Seattle Seahawks,DE,45000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Torri Doig,Minnesota Vikings,K,4190620.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Damik Vatterott,Arizona Cardinals,CB,9410768.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Edmund Stonesifer,San Francisco 49ers,DE,18000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Derrel Rodriguez,Miami Dolphins,FB,12200000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gern Brittenum,Los Angeles A Chargers,C,0.17,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Erroll Piro,Jacksonville,S,7.6,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rodrick Shea,Miami Dolphins,S,2500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Corby Mcmahon,Miami Dolphins,RT,36000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Crawford Zieman,New York A Jets,CB,4.593646,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Spiro Lomack,Arizona Cardinals,DE,15000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Birdie Croston,Denver Broncos,G,51500000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Guss Broussard,Arizona Cardinals,DT,21000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Blue Sobomehin,Los Angeles N Rams,RB,4.763762,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hurvin Capece,Carolina Panthers,DT,22.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kenrick Brazile,Carolina Panthers,LT,2787500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rohan Glatz,New Orleans,DT,11.26356,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alyn Whitmore,Green Bay Packers,CB,3940704.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jairus Ash,Arizona Cardinals,K,915000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Toddrick Borelli,New York N Giants,DE,19.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ivory Reveiz,Tennessee Titans,TE,5.16434,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bradie Spurrier,Tampa Bay Buccaneers,CB,2705000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Armand Sedbrook,New Orleans,RB,1.17,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sandro Mcgrath,Dallas Cowboys,C,5939718.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zeron Stroughter,Cleveland Browns,LT,8.5,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Demario Piepul,Los Angeles N Rams,LT,0.5,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rae Cure,Los Angeles A Chargers,DT,2.35,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ephesians Raji,Buffalo Bills,S,2000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hoby Roten,Green Bay Packers,P,1030000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jean-Phillipe Wade,Las Vegas Raiders,CB,6724094.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rosevelt Clarke,Jacksonville,DT,36.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stephone Saipaia,San Francisco 49ers,WR,8000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jemeel Mccleon,Cincinnati Bengals,ROLB,9012482.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jahri Sword,Jacksonville,DE,4.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darrick Demarie,Denver Broncos,WR,4124480.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jamin Benners,Minnesota Vikings,G,17177054.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Thabiti Arrington,Cleveland Browns,RB,5130564.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Slok Cortez,Washington Commanders,DT,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Munger Boss,Jacksonville,DE,3.25,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Noble Roper,Cincinnati Bengals,K,14000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mason Crooms,New York N Giants,RT,25.551258,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Daryon Grice,Houston Texans,LOLB,4084976.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ronyell Macafee,Miami Dolphins,S,3010000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tron Duncan,Green Bay Packers,S,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Roc Cushing,New England Patriots,WR,9694744.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Terrail Donlin,Tampa Bay Buccaneers,CB,6348646.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Uhuru Hetherington,San Francisco 49ers,C,16500000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jalen Seick,Tampa Bay Buccaneers,WR,5663024.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vernon Harrell,Minnesota Vikings,WR,3840660.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deljuan Okpokowuruk,Las Vegas Raiders,S,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Nemiah Beattie,New York A Jets,ILB,44.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tripp Raible,Houston Texans,WR,11700824.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kayo Cassiano,Cleveland Browns,DE,4.75,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pellom Price,Baltimore Ravens,DT,1750000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Miles Cadet,Houston Texans,WR,8070172.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bam Etelman,Tennessee Titans,P,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ryon Mutryn,Arizona Cardinals,RT,30000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Erric Sturgis,Detroit Lions,DE,7735650.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Danieal Morton,Washington Commanders,RT,15681094.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Leo Steber,Philadelphia Eagles,DE,1920000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Damian Comier,Indianapolis Colts,DE,9942466.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hezekiah Nickel,Houston Texans,G,6099103.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brandian Henne,Indianapolis Colts,CB,9.196937,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sal Giddens,Arizona Cardinals,DT,31165000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Toimi Guion,New York A Jets,QB,40.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mccoy Alberghini,New Orleans,TE,31.75,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Martin Adeyanju,Dallas Cowboys,CB,13690809.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jojuan Kassell,New England Patriots,WR,4027272.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pard Biletnikoff,Baltimore Ravens,RB,2713000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Antwan Rash,Philadelphia Eagles,CB,4660924.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rashaun Plank,Cincinnati Bengals,DT,7860464.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shaud Foote,Detroit Lions,DT,4000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Caleb Zelencik,Cincinnati Bengals,G,2100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lonny Dimancheff,Green Bay Packers,DE,17388091.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Paschall Howard,New England Patriots,WR,8400000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Spencer Gerak,San Francisco 49ers,S,4758936.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Eugene Worilds,Detroit Lions,DE,2500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lester Maualuga,Pittsburgh Steelers,G,4784896.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vee Holtzman,Washington Commanders,K,4325000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Edmond Manske,Arizona Cardinals,CB,8888308.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vin Landolt,Green Bay Packers,WR,1500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Julian Gresham,Atlanta Falcons,QB,22882636.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cade Noble,Atlanta Falcons,CB,18000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Joel Wong,Dallas Cowboys,RB,1337500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeno Jourdain,Los Angeles N Rams,ILB,1.1,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ike Quinlan,New Orleans,DT,17.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rashaan Olsson,Carolina Panthers,DE,8614236.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
